paper_id,title,year,industry_category,outcome_keyword,outcome_enhanced,pos_matches,neg_matches,neu_matches
26362665,E-cigarette marketing in UK stores: an observational audit and retailers' views.,2015,Independent,Not coded,Not applicable,,,
26346437,Total Exposure Study Analysis consortium: a cross-sectional study of tobacco exposures.,2015,Independent,Not coded,Not applicable,,,
26314967,Electronic cigarettes: the tobacco industry's latest threat to oral health?,2015,Independent,Not coded,Not applicable,,,
26293383,Is it not time to reveal the secret sauce of nicotine addiction?,2015,Independent,Not coded,Not applicable,,,
26292701,Tobacco companies' efforts to undermine ingredient disclosure: the Massachusetts benchmark study.,2016,Independent,Not coded,Not applicable,,,
26284714,The Global Health Implications of e-Cigarettes.,2015,Independent,Not coded,Not applicable,,,
26253616,Associations of Proposed Relative-Risk Warning Labels for Snus With Perceptions and Behavioral Intentions Among Tobacco Users and Nonusers.,2016,Independent,Mixed,Mixed,abstinence; less harmful; benefit,harmful,
26230008,The electronic cigarette: a wolf in sheep's clothing.,2015,Independent,Not coded,Not applicable,,,
26211087,[New tobacco vaporizers: how to react?].,2015,Independent,Not coded,Not applicable,,,
26211086,[Advertising and promotion of tobacco products and electronic cigarettes].,2015,Independent,Not coded,Not applicable,,,
26206743,Author's reply to Brown.,2015,Independent,Not coded,Not applicable,,,
26206678,A positive view on e-cigarettes.,2015,Independent,Not coded,Not applicable,,,
26205367,The type of e-cigarette affects its usefulness in smoking cessation.,2015,Independent,Not coded,Not applicable,,,
26205212,Why we shouldn't normalise the use of e-cigarettes.,2015,Independent,Not coded,Not applicable,,,
26205103,Regulating e-cigarettes to help them realise their potential as an anti-smoking tool.,2015,Independent,Not coded,Not applicable,,,
26198394,Effect of reducing the nicotine content of cigarettes on cigarette smoking behavior and tobacco smoke toxicant exposure: 2-year follow up.,2015,Independent,Mixed,Mixed,quit smoking; quitting,dependence; nicotine dependence,
26187390,Validation of a Measure of Normative Beliefs About Smokeless Tobacco Use.,2016,Independent,Positive,Positive,reduced risk; modified risk,,
26164573,"The Electronic Cigarette: The Good, the Bad, and the Ugly.",2015,Independent,Not coded,Not applicable,,,
26163173,"National and State-Specific Sales and Prices for Electronic Cigarettes-U.S., 2012-2013.",2016,Independent,Not coded,Not applicable,,,
26149455,Waterpipe industry products and marketing strategies: analysis of an industry trade exhibition.,2015,Independent,Not coded,Positive,effective ; tobacco control policy. this study aimed to gain,,
26140522,"Tobacco, Nicotine, and Headache.",2015,Independent,Not coded,Negative,,negative health,
26132489,"Drug Metabolizing Enzyme and Transporter Gene Variation, Nicotine Metabolism, Prospective Abstinence, and Cigarette Consumption.",2015,Independent,Mixed,Mixed,cessation; abstinence; improve,cancer; lung cancer,
26130449,Price-related promotions for tobacco products on Twitter.,2016,COI Declared,Not coded,Not applicable,,,
26109314,Why e-cigarettes are dividing the public health community.,2015,Independent,Not coded,Not applicable,,,
26080628,[Survey of smoking behaviors among male smokers in two districts of Chengdu].,2015,Independent,Not coded,Negative,,dependence; nicotine dependence,
26071978,[Survey on the use of electronic cigarettes and tobacco among children in middle and high school].,2016,Independent,Negative,Negative,,addiction; nicotine addiction,
26063608,A study of pyrazines in cigarettes and how additives might be used to enhance tobacco addiction.,2016,Independent,Mixed,Mixed,cessation; successful,addiction; relapse; initiation,
26042563,The development and testing of new nicotine replacement treatments: from 'nicotine replacement' to 'smoking replacement'.,2015,Independent,Positive,Not applicable,,,
26037759,[E-cigarettes--harmful or beneficial?].,2015,Independent,Not coded,Not applicable,,,
26014804,Nicotine metabolite ratio (3-hydroxycotinine/cotinine) in plasma and urine by different analytical methods and laboratories: implications for clinical implementation.,2015,Independent,Not coded,Not applicable,,,
26014491,A public health strategy for e-cigarettes.,2015,Independent,Positive,Positive,quit ,,
26010901,Lack of Associations of CHRNA5-A3-B4 Genetic Variants with Smoking Cessation Treatment Outcomes in Caucasian Smokers despite Associations with Baseline Smoking.,2015,Independent,Neutral,Neutral,cessation,,no association
26006122,Gateway Effects: Why the Cited Evidence Does Not Support Their Existence for Low-Risk Tobacco Products (and What Evidence Would).,2015,Independent,Not coded,Not applicable,,,
26001697,Portrayal of tobacco in Mongolian language YouTube videos: policy gaps.,2016,Independent,Not coded,Not applicable,,,
25985121,Tobacco control campaign in Uruguay: Impact on smoking cessation during pregnancy and birth weight.,2015,Independent,Positive,Negative,,dependence; nicotine dependence,
25971560,The future of electronic cigarette growth depends on youth uptake.,2015,Independent,Not coded,Not applicable,,,
25967071,Commentary: Forces That Drive the Vape Shop Industry and Implications for the Health Professions.,2016,Independent,Not coded,Not applicable,,,
25934256,Method for the determination of ammonium in cigarette tobacco using ion chromatography.,2015,Independent,Not coded,Not applicable,,,
25902873,Slaying the dragon: how the tobacco industry refuses to die.,2015,Independent,Not coded,Not applicable,,,
25901026,Tobacco industry is investing in e-cigarette types least likely to help smokers quit.,2015,Independent,Not coded,Not applicable,,,
25900140,"Teenagers, smoking, and vaping.",2015,Independent,Not coded,Not applicable,,,
25880960,Marketing practices of vapor store owners.,2015,Independent,Not coded,Not applicable,,,
25864374,"Knowledge, attitudes and beliefs towards waterpipe tobacco smoking and electronic shisha (e-shisha) among young adults in London: a qualitative analysis.",2016,Independent,Positive,Mixed,cessation; reduced risk,adverse health,
25856794,E-cigarettes: methodological and ideological issues and research priorities.,2015,Independent,Positive,Positive,safer,,
25832143,Targets and abuse: the price public health campaigners pay.,2015,Independent,Not coded,Not applicable,,,
25820477,Time to divest from tobacco-funded research.,2015,Independent,Not coded,Not applicable,,,
25819644,How do you solve a problem like tobacco?,2015,Independent,Not coded,Not applicable,,,
25811767,Quit and smoking reduction rates in vape shop consumers: a prospective 12-month survey.,2015,Independent,Not coded,Not applicable,,,
25805341,Nicotine-degrading microorganisms and their potential applications.,2015,Independent,Not coded,Not applicable,,,
25787703,"Study of cardiovascular disease biomarkers among tobacco consumers, part 1: biomarkers of exposure.",2015,Independent,Negative,Negative,,harmful; cardiovascular disease,
25784348,A tobacco-free world: a call to action to phase out the sale of tobacco products by 2040.,2015,Independent,Not coded,Negative,,deaths,
25755916,Insights in public health: Electronic cigarettes: marketing to Hawai'i's adolescents.,2015,Independent,Not coded,Not applicable,,,
25752199,Dopamine and serotonin genetic risk scores predicting substance and nicotine use in attention deficit/hyperactivity disorder.,2016,Independent,Neutral,Not applicable,,,
25731134,Electronic Cigarettes—A Narrative Review for Clinicians.,2015,Independent,Positive,Not applicable,,,
25730697,Electronic cigarette sales to minors via the internet.,2015,Independent,Not coded,Not applicable,,,
25727451,Harm reduction in U.S. tobacco control: Constructions in textual news media.,2015,Independent,Positive,Positive,abstinence; harm reduction; favorably,,
25726094,Food and Drug Administration tobacco regulation and product judgments.,2015,Independent,Not coded,Not applicable,,,
25701879,The retail environment for tobacco: a barometer of progress towards the endgame.,2015,Independent,Not coded,Not applicable,,,
25701876,"FDA's toothless tiger and its ""lost pleasure"" analysis.",2015,Independent,Not coded,Not applicable,,,
25650834,Methods to evaluate cytotoxicity and immunosuppression of combustible tobacco product preparations.,2015,Independent,Positive,Mixed,improved,suppressed,
25572617,Curbing the tobacco epidemic: Employing behavioral strategies or rearranging the deckchairs on the Titanic?,2015,Independent,Not coded,Negative,,industry interference; epidemic,
25564840,Dual use of smokeless tobacco or e-cigarettes with cigarettes and cessation.,2015,Independent,Positive,Positive,cessation,,
25564281,Smokers' attitudes and support for e-cigarette policies and regulation in the USA.,2015,Independent,Not coded,Not applicable,,,
25557128,Effect of warning statements in e-cigarette advertisements: an experiment with young adults in the United States.,2015,Independent,Not coded,Negative,,craving,
28553407,Sleep Disturbance During Smoking Cessation: Withdrawal or Side Effect of Treatment?,2017,COI Declared,Positive,Mixed,abstinence; improve,withdrawal,
28393086,Nicotine Delivery and Vaping Behavior During,2016,COI Declared,Not coded,Not applicable,,,
28151705,Biomarkers of Tobacco Exposure: Summary of an FDA-Sponsored Public Workshop.,2017,Independent,Negative,Not applicable,,,
28068113,Perceptions of harm and addiction of snus: An exploratory study.,2016,Independent,Negative,Negative,,addiction,
27992725,"Smoking, Mental Illness, and Public Health.",2017,Independent,Not coded,Not applicable,,,
27990293,Vitamin levels in adults with ADHD.,2016,Independent,Not coded,Not applicable,,,
27979734,Tobacco harm reduction revisited: back to the future.,2017,Independent,Not coded,Not applicable,,,
27924009,Public understanding of cigarette smoke constituents: three US surveys.,2016,COI Declared,Not coded,Not applicable,,,
27903958,Global approaches to regulating electronic cigarettes.,2017,Independent,Not coded,Not applicable,,,
